,id,minimum_lease,maximum_lease,daily_price,monthly_price,weekend_price,weekly_price,is_hourly_enabled,hourly_price,seo_title,title,description,seo_description,neighborhood,city,postal_code,space_type,location_type,primary_features__c,ideal_for__c,city_slug
2715,35224,1,,1000.0,,,,False,,,The Artist's Wine bar,"Our venue is a place that sits halfway between an art gallery and a wine cellar/wine bar. It's also a very modual place that can welcome all sort of events.
The bottles are presented in a minimalist fashion, and it's an artistic space that evolves with each exhibition.
The wine selection is as good as it is beautiful in terms of their labels.
Wine and art both share the aspiration to be something that we share.
The ambition is to engage all the senses and offer something new.
It's a dynamic shop where each artist brings their ambiance through their style.
Is located within the Shoreditch neighborhood, an iconic and globally recognized place for street art.
With an access to the Overground station Hoxton at 20m the place get an easy access.""",,,Greater London,E2,Event Space,,Furniture;Electricity;Handicap Accessible;Heating;Lighting;Stock Room;Street Level;Internet;Office Equipment;Sound & Video Equipment;Toilets;Living Space;Ground Floor;Bathroom;Bar;Daylight;Industrial;Liquor Licence;Large Door Entrance;Water Access;Smoking Area;Terrace,Fashion Show;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Food Event;Corporate Event;Photoshoot & Filming;Food & Beverage;Meeting;Office;Photo Shooting,london
2783,33458,1,,533.0,8000.0,533.0,2666.0,True,66.0,,Retro & Colourful - Photo/ Film/Content Creation Studio,"Our space was previously a warehouse so retains a lot of the beautiful charm that these spaces can offer (exposed brickwork, big windows, beautiful wooden floors.) We are a retro brand who are on a mission to make the world a more colourful and uplifting place! We love all things retro & 80s and you can see this reflected in our pastel 'Miami Vice' decor.

Our space is flooded with natural light and the colours look gorgeous on camera. Our venetian blinds compliment the retro vibes perfectly. We also have an array of super fun retro props & furniture that are included in the hire price. 

You will find us in the Fish Island/Bow/Hackney Wick area, where we are surrounded by other like-minded creative individuals, some amazing cafes and the vast Victoria Park (about 9 mins away on foot) whilst being right in the historically industrial East End of London. It’s a 15 min walk to Bow Road Station (Circle and District Line), a 16 min walk to Pudding Mill Lane DLR and a 17 min walk to Hackney Wick Overground Station. There are a number of bus stops within a 2-7 min walk radius that take you to Bethnal Green, Bow, Hackney, Stratford and more.

This is a multi-use space that can adapt to many different needs:

- Production
- Photography
- Live-streaming
- Content creation
- Influencers
- Music videos

Important things to note:
- The studio is on the 2nd floor of an old warehouse with NO LIFT
-Our beautiful windows can open for extra ventilation and we also have air-con
-Parking charged via QR code (space permitting) 
-Kitchen with microwave & fridge & it's use included in the hire
-Space is 360 sq ft with one end for shooting & the other for dressing & make up

Please note that the prices listed are for COMMERCIAL HIRE. Get in touch if you would like to know our non-commercial rates. We also require a refundable security deposit that is returned, pending no damage to the studio. 

Keep it retro, keep it real! xx",,Fish Island,Greater London,E3 2TB,Photo / Filming Studio,,Furniture;Garment Rack;Lighting;Sound & Video Equipment;Toilets;Daylight,Private Sale;Pop-Up Store;Fashion Showroom;Photoshoot & Filming;Photo Shooting,london
2799,34090,1,,875.0,13125.0,875.0,4375.0,False,,,Stylish Converted Warehouse Studio Space,"Our Studio is an 8000 sq ft space comprised of two studios: The Factory (2800 sq ft) and The Attic (2600 sq ft). Situated on the top floor of an old cardboard box factory, the studio maintains a unique, authentic quality with exposed brick walls and natural light beaming through the room's skylights. Whether it be for a photo shoot, wedding, business meeting, art exhibition, or yoga class, our Studio is an adaptable space suited to realising your own unique vision.

We're a 1-minute walk from Hackney Downs Station. There is one parking spot available for each studio and paid street parking nearby for additional vehicles. With stair and lift access, the space is easy to reach. 

For filming/photoshoots, an infinity cove/cyclorama is available for use. We also have Poly boards, Chesterfield sofas, and trestle tables available upon request. 

There is a large makeup/dressing room available as well as rails, hangers, and steamers. 

Tea and coffee is provided, and catering from our sister restaurant Jones & Sons can be arranged. 

Our studios have access to 13amp, 16amp, 32amp, Single phase and 3 phase power.",,,Greater London,E8 1LA,Event Space,,Furniture;Garment Rack;Electricity;Fitting Rooms;Heating;Kitchen;Internet;Bathroom;Bar;Elevator;Daylight;Multiple Rooms;Water Access,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Photo Shooting,london
2806,35122,7,,,,,1000.0,False,,,"Spacious 75 sq foot studio space perfect for photoshoots, workshops/classes, meetings, or small gatherings.","Based in the heart of Tottenham, a stones throw away from the Spurs Football Stadium is a spacious 75 sq foot studio space perfect for photoshoots, workshops/classes, meetings, or small gatherings. 
Styling props all complementary and include, vases, stands, plinths, sofas, chairs, tables, and much more.",,,Greater London,N17 8AQ,Atelier / Workshop Studio,,Furniture;Counters;Electricity;Heating;Lighting;Toilets;Daylight;Water Access,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming;Conference;Meeting;Photo Shooting,london
2807,24958,7,28.0,,,,11000.0,False,,,"Concept Boutique on Oxford Street, London","Rub shoulders with some of the biggest names in retail on Europe's busiest shopping street. Located a stone's throw away from Tottenham Court Road you should expect constant footfall.

The space is fitted out with a customizable digital wallpaper that easily allows anyone the opportunity to transform the space into their own at the touch of a button. Customize the walls from anywhere in the world to transform the space. You can add images, videos, text and web pages to adapt the digital canvas on the walls. 

Whatever your product you should feel at home with more than 90 flagship stores, from fashion and beauty, to tech and homeware, what better place to showcase your product or service.",,Fitzrovia,Greater London,W1D 1BH,Boutique / Shop,,Air Conditioning;Electricity;Kitchen;Lighting;Stock Room;Street Level;Internet;Toilets;Ground Floor,Fashion Show;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Food & Beverage,london
2815,35190,1,,280.0,4000.0,,1300.0,False,,,"Studio situated within the industrial landscape of the Royal Docks, in the areas artist hub, the Silver Building","The studio (96 sq m/ 1035 sq ft) is situated within the industrial landscape of the Royal Docks, in the areas artist hub, the Silver Building. 

Home to the freelance dance-professionals, this functional, pared-back studio is ideal for movement based classes, rehearsals, workshops, research & development or shoots. 

The studio comes with an adjacent Green Room /production room and refreshments can be arranged from the Silver Building Bar and Cafe.",,,Greater London,E16 1YZ,Creative Space,,Fitting Rooms;Heating;Internet;Bar,Photoshoot & Filming;Photo Shooting,london
2832,32724,7,,,3000.0,,1500.0,False,,,West London Riverside Bar Restaurant Café to Hire,"This excellent unit was previously trading as a reputable Lebanese charcoal grill restaurant, Ferry Lounge, situated along the Thames Path. It is now available directly from the landlord as an affordable 'turnkey' space to hire for private parties, brand launches, events and functions as well as for food preparation facilities and caterers.

The space is arranged over the ground floor of a modern private development. It has high ceilings and a fully glazed double frontage with good natural light, along the pedestrianised riverside (facing Kew Gardens). 

Internally the space is mainly open-plan and is fully fitted to a high specification and is overall in very good condition.

The unit is fully furnished and also has a fire-alarm system, security alarm, CCTV, mood lighting and air-conditioning.The bar has counters, shelving, freezers and a professional coffee machine. There are also two WCs (one DDA compliant). The large commercial kitchen has extraction, gas and electric supplies (3-phase) and cooking equipment.

The property benefits from a A3 licence as well as an alcohol premises licence (11am - 11.30pm). Affordable pay-and-display underground parking is available on-site.

Location
The unit is situated along the River Thames in a residential area between Kew Bridge and Brentford stations. It is within walking distance of Syon Park and the High Street.

The Ferry Quays development itself hosts an eclectic mix of tenants including the Premier Inn hotel, a public house, nursery, hairdressers, dentists, estate agents, solicitors, showrooms, offices, meditation studios and a Turkish restaurant alongside almost 500 private flats. A water sports school is also based on Ferry Lane. The site is also nearby Brentford FC, the Steam Museum, the Musical Museum, Watermans' Theatre/Cinema, Adagio Kew Eye, Holiday Inn and Travelodge hotels, being on the Heathrow trail and 'golden mile'.",,,Greater London,TW8 0AT,Restaurant / Bar / Cafe,,Air Conditioning;Furniture;Counters;Electricity;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Stock Room;Street Level;Window Display;Sound & Video Equipment;Toilets;Ground Floor;Bar;Liquor Licence;Large Door Entrance;Water Access;Smoking Area;Animals Friendly;Terrace,Private Sale;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Photo Shooting,london
2856,32702,1,,2000.0,,,,False,,,The UK's most advanced digitally immersive blank canvas venue for stand-out arts and events.,"Centrally located in Waterloo, London this space is perfect for corporate events such as product launches or company parties. This five-sensory digital playground is packed full of the latest cutting-edge technology.
We are also available for exclusive private hire events, birthday parties, and wedding receptions. 
Whatever the occasion, our event venue can put the wow factor into your event with immersive features and technology.",,,Greater London,SE1 7NN,Event Space,,Furniture;Garment Rack;Counters;Electricity;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Stock Room;Street Level;Internet;Office Equipment;Sound & Video Equipment;Toilets;Ground Floor;Bar;Raw;Industrial;Liquor Licence;Large Door Entrance;Car Display;Multiple Rooms;Water Access;Smoking Area,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Photo Shooting,london
2863,31247,1,,300.0,4500.0,300.0,1500.0,False,,,"Studio Two, The Daylight Studio","Studio Two, The Daylight Studio

Ideal for smaller sized crews, product and portrait photography shoots or interviews, The Daylight Studio of course has fantastic natural light but also a movable high glide lighting system, a make up station, Chesterfield sofa and Colorama.

Black out or green screen are available on request and you’ll have use of the adjoining client lounge and kitchen, hairdressing wash unit and shower.

Entirely ground floor, The Daylight Studio can be hired inclusively with Studio One, The Warehouse, or totally independently.",,,Greater London,SE26 5BL,Photo / Filming Studio,,Furniture;Garment Rack;Counters;Electricity;Fitting Rooms;Handicap Accessible;Heating;Kitchen;Lighting;Street Level;Internet;Sound & Video Equipment;Toilets;Ground Floor;Bathroom;Daylight;Whitebox / Minimal;Industrial;Private Parking;Large Door Entrance;Multiple Rooms;Water Access;Smoking Area;Animals Friendly,Photoshoot & Filming;Photo Shooting,london
2877,33528,1,336.0,800.0,12000.0,800.0,4000.0,True,85.0,,Blackout studio in East London,"Spacious Blackout Studio conveniently located in East London,  suitable for photoshoots and filming.
We are happy to accommodate small and large productions and we allow live instruments. 

When hiring the studio, you'd also have access to production room, make up area, kitchen, two bathrooms. 

On the other end of the space we have a fully equipped Hospital Location that can be hired as well (listed separately).",,,Greater London,E14 3GZ,Photo / Filming Studio,,Garment Rack;Electricity;Fitting Rooms;Heating;Kitchen;Lighting;Internet;Toilets;Bathroom;Multiple Rooms;Water Access;Smoking Area;Animals Friendly,Fashion Show;Product Launch;Fashion Showroom;Photoshoot & Filming;Photo Shooting,london
2894,34038,1,28.0,800.0,13000.0,1000.0,4500.0,False,,,Fashion/event space on the canal,"This unit is self-contained, offering a kitchen, WC as well as shower facilities and has been fitted out to an attractive specification. Good levels of natural light and extensive canal frontage also benefit the unit. This space is ideal for fashion/cultural events and it is located alongside Regent's and Grand Union canal in Haggerston.",,,Greater London,EN3 7LY,Art Gallery,,Electricity;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Internet;Window Display;Sound & Video Equipment;Toilets;Ground Floor;Bathroom;Multiple Rooms;Water Access;Animals Friendly,Fashion Show;Product Launch;Corporate Event;Photoshoot & Filming;Conference;Meeting;Office;Photo Shooting,london
2897,31168,1,56.0,999.0,18888.0,999.0,5000.0,True,111.0,,"Ornate white cube space in the heart of Mayfair, London","First-floor art gallery with massive windows and ample sunlight, neutral grey floors, full spectrum lighting, and located steps from New Bond Street, Sotherby's, and Regent Street. Perfect for photoshoots, product launches, private events, wine tastings, popup gallery/shop and more. Drop us a line - we look forward to hearing from you!",,,Greater London,W1S 2FB,Art Gallery,,Furniture;Electricity;Heating;Lighting;Internet;Window Display;Office Equipment;Sound & Video Equipment;Toilets;Stunning View;Rooftop;Bathroom;Whitebox / Minimal;Water Access;Animals Friendly,Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Shop Share;Photo Shooting,london
2899,21941,7,28.0,,6000.0,,1800.0,False,,Gallery/Showroom Space In Dalston,Gallery/Showroom Space In Dalston,"This 820 square foot Gallery space in the heart of Dalston is a winning venue that has seen many cool brands and art collectives use it for launching new products and shows. 

This space is semi divided into 3 spaces from the white walled shopfront through a concrete effect middle room and into a white walled large back show room complete with a bar. The art work will be taken down.

Footfall is fantastic as it sits 30 seconds away from Dalston Junction Overground.",This 820 square foot Gallery space in the heart of Dalston is a winning venue that has seen many cool brands and art collectives use it for launching new products and shows.,Dalston,Greater London,E8 4AR,Art Gallery,,Electricity;Handicap Accessible;Lighting;Street Level;Internet;Window Display;Sound & Video Equipment;Toilets,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming,london
2903,23516,180,,,6500.0,,,False,,Multi Floor Pop Up Space In Mayfair,Exquisite Pop-Up Space in Mayfair,"Experience the epitome of elegance and style with this exquisite 450 sq ft multi-floor pop-up space, ideally situated in the heart of Mayfair. Showcasing your brand in London's most prestigious and fashionable location has never been more inviting. 

This versatile unit spans three floors, offering ample space for sales, storage, and creative expression. Don't miss this opportunity to immerse yourself in the world of luxury retail surrounded by esteemed neighbours such as Aquazzura Boutique, Alexander Wang, and Victoria Beckham.

The space is perfect for pop-up stores as it has a minimum tenancy of two months. However, longer durations will definitely be considered and potentially prioritised.

THE SPACE ITSELF

Welcome to a pop-up space that exudes sophistication and allure, spanning three floors of creative potential. The ground floor beckons with a charming period frontage, setting the stage for an enchanting shopping experience. Step inside to discover a perfect blend of tradition and modernity, as wooden flooring and period features harmoniously complement good lighting and electricity, accentuating your products with grace and style. The basement offers generous space for both sales and storage, while the first floor invites customers to explore your brand with curiosity and delight.

THE AREA

Nestled in the opulent enclave of Mayfair, this pop-up space enjoys an unrivalled location amidst London's most luxurious brands. Mayfair is renowned for its exclusive elegance, attracting discerning shoppers from all over the world. The area boasts a wealth of upscale boutiques, fine dining establishments, and cultural landmarks, creating an atmosphere of refined sophistication. Within walking distance, you'll find iconic destinations such as Bond Street and Regent Street, offering a seamless shopping experience for visitors seeking the best of London's fashion and style.

YOUR CUSTOMERS

In the prestigious neighbourhood of Mayfair, the shopping demographic is a discerning blend of high-end consumers, luxury enthusiasts, and fashion connoisseurs. The area's affluent residents and international visitors seek curated experiences, bespoke offerings, and the epitome of craftsmanship. As the residence of choice for London's elite and a magnet for jet-set travellers, Mayfair's refined ambiance sets the stage for exclusive encounters and elevated retail experiences. Your brand will be in the spotlight, attracting those who value excellence and appreciate the artistry behind every product.

Embrace the allure of Mayfair and make your mark in the heart of London's fashion elite. With its multi-floor versatility and coveted address, this pop-up space offers a captivating canvas for your brand's unique story. Create an unforgettable presence amidst the world's most luxurious labels and inspire a new generation of fashion aficionados.",This is multi floor pop up space in situated on the heart of Mayfair.,Mayfair,London,W1S 4RR,Boutique / Shop,,Air Conditioning;Counters;Kitchen;Lighting;Stock Room;Street Level;Internet;Window Display;Toilets;Ground Floor,Pop-Up Store,london
2950,34103,1,,1500.0,35000.0,2000.0,7500.0,True,200.0,,Beautiful Gallery in trendy Fashion Street,"Our Gallery is located in trendy Fashion Stree , walking distance from Liverpool Street Station and a 2 min walk from Spitalfields Market. 
We regularly hold monthly events exhibiting new Artists and entertaining up to 150 guests at each event. 
The space offers a unique opportunity to appreciate Artworks in a super cool surrounding and location, ideal for private parties, photoshoots, filming and corporate events.",,,Greater London,E1 6PX,Art Gallery,,Air Conditioning;Electricity;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Street Level;Window Display;Toilets;Ground Floor;Daylight;Whitebox / Minimal;Industrial;Large Door Entrance;Water Access;Animals Friendly,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming;Food & Beverage;Meeting;Photo Shooting,london
2987,35254,1,,350.0,6500.0,335.0,1700.0,False,,,Old East Tenter Industrial Space,"This contemporary office space, encompassing the entire first floor within a recently renovated Victorian Warehouse, spans 1,594 sq ft. 
Boasting a superb standard of refurbishment, the premises enjoy abundant natural light through front and rear windows. 
The interior is meticulously fitted with high-spec amenities, showcasing a modern design that makes it well-suited for creative, tech, and design-oriented businesses.",,,Greater London,E1 8DN,Apartment / Loft,,Air Conditioning;Heating;Internet;Toilets;Elevator;Industrial;Water Access,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Photo Shooting,london
2993,33066,1,56.0,1000.0,15000.0,,3500.0,False,,,Showroom Space,"1500 sq ft of modern warehouse space in Spitalfields. Perfect for private showroom or sample sales.  The showroom space has entrance at street level comes with storage and also includes internet, showroom display fixtures (rails and shelves) furniture, kitchen facilities all within 50m of Spitalfields Market. Available March, April, May and September, October, November, December months.",,,Greater London,E1 6QF,Event Space,,Furniture;Garment Rack;Electricity;Heating;Kitchen;Lighting;Street Level;Internet;Toilets;Ground Floor;Bathroom;Daylight;Large Door Entrance;Multiple Rooms;Water Access,Private Sale;Product Launch;Fashion Showroom;Meeting,london
3005,10531,1,336.0,400.0,6000.0,400.0,2000.0,True,58.0,Bohemian Showroom in Brick Lane,Bohemian Showroom in Brick Lane with props,"This rustic studio is located in the bustling area of Brick Lane. At 565 sq ft it is ideal for photoshoots, filming and small Private Events.

This space is well-equipped to host a variety of creative projects with movable furniture, a hair and makeup area, lighting and garment racks. The interiors here are welcoming and authentic with a historical feel. With exposed brick walls, original wooden beams and a mezzanine area, this space has a creative atmosphere and is adaptable in terms of set-up. There are also large windows which create a bright ambience inside the space (that also can be blacked out if needed). 

Located in the bustling and sought after area of East London, this is a great location for creative photoshoots and unique events.
Please note that the daily rate applies to 8hours booking. 
Please note prices may be more and less depending on activity, times and duration.",This rustic studio is located in the bustling area of Hackney on Brick Lane.,Shoreditch,London,E1 6QL,Creative Space,,Furniture;Garment Rack;Electricity;Lighting;Internet,Fashion Showroom;Photoshoot & Filming,london
3009,8335,1,,200.0,,300.0,,False,,Modern Pop-Up Gallery in Fitzrovia,Modern Pop-Up Gallery in Fitzrovia,"Moments from Oxford Street in upmarket Fitzrovia sits this 400 sq ft gallery, which available to rent for all your pop up events. 

The space is located on the ground floor of a terraced building. 

The gallery has a wooden theme throughout. Outside is a striking black frontage with quirky windows to showcase your idea to the street. It also has a front door with a wooden mosaic pattern. Inside, the space is modern with a warm feel. With stylish wooden shelves, white ceilings and walls, the space is in excellent condition and is equipped with alarm systems, security doors and wifi. The larger room is an atrium with a skylight, lighting up the entire space with accents from additional spot lights.

The price is based on bookings between the hours of 10am and 6pm Monday to Friday. Additional hours or weekend booking will include an additional charge.","Moments from Oxford Street in upmarket Fitzrovia sits this 400 sq ft gallery, which available to rent for all your pop up events.",Fitzrovia,London,W1T 1SG,Art Gallery,,Lighting;Security System;Internet,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event,london
3029,32099,1,,500.0,10000.0,600.0,2500.0,True,100.0,,Unique Event Space on Leadenhall Street,"Unique & Quirky 3000 Sq ft event space

PRICE AVAILABLE ON REQUEST 

We are the perfect combination of chic cocktail bar meets contemporary club, serving up quirky drinks and delicious food in stylish settings with professional and friendly service. Both of our venues are perfect for an array of events – from intimate private dining to corporate receptions for up to 400 guests and everything in between.

With more than 12 years of experience hosting parties and events, we have catered for just about every possible type of celebration – from landmark birthdays, engagements and weddings to meetings and private screenings. No matter the occasion, our team of dedicated event specialists will ensure your celebrations go off with a bang and create a truly unique experience not to be forgotten.",,,Greater London,EC3A 3DH,Event Space,,Air Conditioning;Electricity;Handicap Accessible;Heating;Kitchen;Lighting;Security System;Stock Room;Internet;Sound & Video Equipment;Toilets;Living Space;Bathroom;Bar;Elevator;Liquor Licence;Large Door Entrance;Multiple Rooms;Water Access;Animals Friendly,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Photo Shooting,london
3043,33049,168,,,2000.0,,,False,,,Creative Studio Space on Dalston Lane,"Spacious studio based in East London (Dalston).

All bills included

Ideal for creatives (single use or growing businesses).

Available initially for 6 months with the possibility of extending the contract.

Could suit creatives in the fashion, arts, digital or design industries.

Facilities:

- 24 hour access
- Great location
- Basement level
- Natural daylight
- Pet friendly
- LGBTQ+ friendly
- Lights
- Heating
- Ultra fast Wi Fi
- Intercom
- CCTV
- Fully fitted kitchen
- Functional gallery space on ground level
- The current tenants of the full unit are creative agencies in the fields of art and photography

For further information please inquire.",,,Greater London,E8 2NG,Creative Space,,Electricity;Handicap Accessible;Kitchen;Lighting;Security System;Internet;Toilets;Bathroom;Elevator;Daylight;Water Access;Animals Friendly,Office,london
3046,29811,1,28.0,650.0,6000.0,750.0,1850.0,False,,,London Lighthouse Studio,"This smaller space has been created with our large dividing wall to be used as a Photography Studio during the day. As a professional Photography Studio we have all the necessary equipment for a shoot including hi-spec lighting, backdrops and clothes rail. With our remote control electric blinds  the space can be transformed into a screening room or cinema for a particular event. Alternatively with the blinds open and the wall moved it can be opened up to the Gallery to extend into one large combined space.",,Leamouth Peninsula,Greater London,E14 0SU,Photo / Filming Studio,,Air Conditioning;Furniture;Garment Rack;Electricity;Fitting Rooms;Handicap Accessible;Heating;Kitchen;Lighting;Street Level;Internet;Window Display;Sound & Video Equipment;Toilets;Ground Floor;Bathroom;Daylight;Industrial;Large Door Entrance;Water Access;Concierge;Animals Friendly;Soundproof,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming;Meeting;Photo Shooting,london
3051,35530,1,90.0,800.0,12000.0,800.0,4000.0,False,,,Multifunctional space / Studio 1 & Studio 2 with private outdoor area,"Two unique creative spaces and photography studios in East London.
Studio 1 has large white infinity cove and styling area, access to outdoors
and Studio 2 offers drive in option and range of vintage props & hand painted backdrops. 


Please inquire and let us know which of the spaces or bot you are interested in hiring and we can discuss pricing. 
Venue is suitable for private events as well. 
The guide rate provided is for Studio 1 only based on photoshoot and filming,
event rate will be higher. 



STUDIO ONE
Large white infinity cove
Width – 7.3 metres/ 24 feet
Depth – 4.9 metres/ 16 feet
Height – 3.3 metres/ 11 feet
Bespoke hair, makeup and styling area complete with 4000W of dimmable daylight hollywood bulbs, rails, hangers and several power points
Concrete flooring throughout
Exposed brick walls and 15 foot high ceilings
Surround sound audio
34 x 13amp sockets
Three phase power including 32amp sockets for 4K HMIs
Fast and reliable WIFI
Meeting/ Work area
WC facilities
Black out available
Polyboards and stands
Projector
Separate meeting/casting/ styling room available on request
Lighting/ equipment hire/ catering available in house

STUDIO TWO
props 
hand painted backdrops included 
Concrete floors
13 foot high ceilings
Painted brick walls
Sink
Several powerpoints
Roller shutter at front which allows for the whole space to be flooded with natural daylight and opens onto outside area
Fast and reliable WIFI


OUTSIDE
Outside areas are all secured behind high walls and a large heavy duty metal gate at the front of the building for privacy
Often used for outdoor shooting and set builds
Easy access via the gate for unloading equipment from vehicles into the studio
On site parking available on request
Outdoor power points
Outdoor bulb lights
Garden area complete with table, benches and custom waterproof awning to protect against the elements",,,Greater London,E3 3ND,Photo / Filming Studio,,Furniture;Garment Rack;Electricity;Fitting Rooms;Heating;Kitchen;Lighting;Street Level;Internet;Toilets;Ground Floor;Bathroom;Daylight;Industrial;Garden;Private Parking;Large Door Entrance;Multiple Rooms;Water Access;Smoking Area;Animals Friendly;Soundproof,Fashion Show;Private Sale;Art Opening;Product Launch;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Photo Shooting,london
3072,29597,1,,150.0,1800.0,200.0,400.0,False,,,"Cool Meeting Room, Flexible Office","Stylish Small Meeting room for up to 10 people - light airy, wine bar downstairs.  Toilets. Easy access from Tubes.  You can fix a minimum of 1 day a week, every week, and meet you team on a wkly basis, arrange a pop up event for 1 day if you like, or one week.... ideal location.",,,Greater London,E1 6HY,Meeting Space,,Heating;Lighting;Toilets;Water Access,Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Meeting;Office,london
3074,31508,90,,,18000.0,,,False,,,Large Corner Pop Up Space On Shoreditch High Street,"A corner unit on Shoreditch High Street offers a unique opportunity for businesses to make a statement with their storefront. With large windows on two sides of the building, this space is flooded with natural light and offers great visibility from the street. The location on Shoreditch High Street is highly desirable, with a vibrant atmosphere and plenty of foot traffic. This unit would be perfect for a retail store or event space looking to establish a strong presence in this trendy neighbourhood.

Well know nearby retailers and restaurants include Carhartt, Pizza East, Shoreditch House and Dishoom. The area is also well know for Boxpark, a driver for foodies and shoppers..",,Shoreditch,London,E1 6JQ,Boutique / Shop,,Counters;Lighting;Stock Room;Street Level;Window Display;Toilets;Stunning View;Whitebox / Minimal,Product Launch;Pop-Up Store,london
3075,26753,168,336.0,,5500.0,,,False,,,"Beautiful Boutique on Thayer Street, Marylebone","This boutique is in Marylebone's prime retail street of Thayer Street. This space is located right next to Marylebone lane and Marylebone High Street nearby well-known brands such as The White Company, Kooples, Bash etc

The space is move in ready, visible glass frontage, arranged over ground and basement floors, good lighting, hard wooden flooring, clean white wall condition.

THE PRICE IS INCLUSIVE OF RATES & RENT",,,Greater London,W1U 2QX,Boutique / Shop,,Fitting Rooms;Lighting;Stock Room;Toilets;Ground Floor,Private Sale;Product Launch;Pop-Up Store;Fashion Showroom;Food & Beverage;Shop Share;Photo Shooting,london
3080,8585,1,,583.0,9375.0,583.0,3250.0,False,,Stylish Art Gallery in Kensington,Stylish Pop-Up space in Kensington,"This 1,300 sq ft gallery is a stunning ground floor space in the affluent Kensington neighbourhood, nestled between Earls Court and West Brompton stations along the busy Old Brompton Road. 

Founded in April 2015, the gallery is a fresh and vibrant space in historic South West London that exhibits contemporary art from around the world. Owing to its modern and sleek monochrome decor, the gallery is also ideal for hosting a range of private, public and corporate events.

Inside, the space is strikingly clean and bright with extremely high walls that cater to a mezzanine floor at the back of the open-plan room. It is well-lit with powerful spotlights, making it a contemporary and stylish venue for all creative and social pop-ups.","This 1,300 sq ft gallery is a stunning ground floor space in the affluent Kensington neighbourhood, nestled between Earls Court and West Brompton stations along the busy Old Brompton Road.",Kensington,London,SW5 0DE,Unique Space,,Air Conditioning;Electricity;Heating;Lighting;Security System;Street Level;Internet;Window Display;Sound & Video Equipment;Toilets,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming;Conference;Meeting;Office;Shop Share;Photo Shooting,london
3082,34084,1,1.0,480.0,,,,True,60.0,,New shared Office in Covent Garden,"Newly refurbished shared Office in the exclusive pedestrian area in Covent Garden 'The Yard' with the most prestigious restaurant and shops, on a walking distance from Leicester Square and Covent Garden tubes.
Our iffuce is located at the 3rd floor of  a stylish building  Place. 
The space it is airy, bright and clean, wooden floors across the property, and surrounded by different spices of plants. 
Modernly and stylishly design to promote focused and professional work in a pleasantly environment.",,,Greater London,WC2E 9AB,Meeting Space,,Air Conditioning;Handicap Accessible;Kitchen;Security System;Internet;Window Display;Sound & Video Equipment;Bathroom;Elevator;Water Access;Terrace,Conference;Meeting;Office,london
