,id,minimum_lease,maximum_lease,daily_price,monthly_price,weekend_price,weekly_price,is_hourly_enabled,hourly_price,seo_title,title,description,seo_description,neighborhood,city,postal_code,space_type,location_type,primary_features__c,ideal_for__c,city_slug
2327,35181,365,,,48333.0,,,False,,,"Shop/ Gallery space for rent on Hollywood Road, Central","This Retail space is very well located on one of the high streets of Central and is surrounded by Antique shops, Galleries, Bars, and Restaurants.

It is ideal to open an art gallery or any type of trade related to art, culture, fashion or even to open a workshop.",,Central,Hong Kong,,Boutique / Shop,,Ground Floor,Art Opening;Pop-Up Store,hong-kong
2340,33465,1,,1500.0,13000.0,1500.0,7500.0,False,,8-12 pax Large Room in Causeway Bay,8-12 pax Large Room in Causeway Bay,"1 min walk from Causeway Bay MTR station
Big Window with Street View
Flexible Chair and Table Setting
Free Snacks and Drinks","1 min walk from Causeway Bay MTR station
Big Window with Street View
Flexible Chair and Table Setting
Free Snacks and Drinks",Causeway Bay,Hong Kong,,Office Space,,Air Conditioning;Furniture;Counters;Electricity;Lighting;Internet;Window Display;Office Equipment;Sound & Video Equipment;Toilets;Stunning View;Bathroom;Elevator;Water Access;Soundproof,Conference;Meeting;Office,hong-kong
2348,33620,365,,,40000.0,,,False,,Ready to move in - Restaurant in Central,Ready to move-in - Restaurant in Central,"This unit is surrounded by restaurants, bars, shops, office, and residential towers, in the heart of Soho, Central.

Size around 600 sq ft.

Well furnished with existing equipment, light refreshment license, and wine license. 

Asking $48,000 per month. Available now","This unit is surrounded by restaurants, bars, shops, office, and residential towers, in the heart of Soho, Central.",Central,Hong Kong,,Restaurant / Bar / Cafe,,Air Conditioning;Electricity;Kitchen,Food & Beverage,hong-kong
2382,33786,365,,,81666.0,,,False,,F&B unit for rent in Causeway Bay,F&B unit for rent in Causeway Bay,"This unit offers a nice address in the heart of Causeway Bay, Hong Kong's most vibrant dining and shopping district for locals and tourists.

With a decent size, a kitchen, and an affordable asking rent, this unit is perfect for people looking to launch their F&B business.

Gross Area: 1,645 sq. ft.

Availability: Immediate

Asking Rent : $98,000 per month & Sales Turnover Rent

Management Fee : $10,890 per month
Government Rates : $10,200 per quarter

Technical Details
- 100Amp 3-phase power supply
- Town gas supply
- Water Supply
- Drainage Pipes","This unit offers a nice address in the heart of Causeway Bay, Hong Kong's most vibrant dinning and shopping district for locals and tourists.

With a decent size, a kitchen, and an affordable asking rent, this unit is perfect for people looking to launch their F&B business.",Causeway Bay,Hong Kong,,Restaurant / Bar / Cafe,,Electricity;Kitchen;Elevator,Food & Beverage,hong-kong
2385,33803,1,,100000.0,,,,False,,Large Basement in Central for rent,Large Basement in Central for rent,"This large basement in Central is suitable for a restaurant or a bar.

Easily accessible from Central MTR station, it boasts over 3,700 sq ft.

It is available on a short-term basis as well.",This large basement in Central is suitable for a restaurant or a bar.,Central,Hong Kong,,Unique Space,,Air Conditioning;Electricity,Food & Beverage,hong-kong
2398,32622,365,,,541666.0,,,False,,Flagship store for Lease on Queen's Road Central,Flagship store for Lease on Queen's Road Central,"Easy and convenient passenger drop-off on Queen’s Road Central.

• High visibility from street level.
• Adjacent to luxury hotel Pottinger Hotel.
• Surrounded by a cluster of reputable flagship stores including COS, Zara, Lululemon
and etc.

Ground Floor : 1,720 sq. ft. Gross (approx.) First Floor : 1,340 sq. ft. (Gross) (Approx.) 

Total : 3,060 sq. ft. (Gross)",Easy and convenient passenger drop-off on Queen’s Road Central.,Central,Hong Kong,,Boutique / Shop,,Electricity;Street Level;Toilets;Ground Floor;Large Door Entrance,Pop-Up Store,hong-kong
2401,33215,1,,4200.0,63000.0,4200.0,21000.0,True,600.0,自修及工作空間租用,Blank_Space 炮台山多用途活動場地,"Blank_Space位於炮台山，裝潢簡潔美觀，場地靈活性高，可配合不同活動性質及需要，為你打造一個最合適的空間。場地適合舉辦中小型工作坊、藝術活動、小班教學、講座及研討會、私人聚會、團體活動、Party、拍攝或訪問、小型音樂會、展覽、商業會議、Presentation、產品發佈會及內部培訓等。

坐位30人；企位40人
配備麥克風、投影機及可移動投射銀幕、可移動枱櫈",配合不同活動性質及需要，我們能夠為場地使用者、租用團體，公司或機構打造適合的空間 —— 空曠的活動空間、已設置好的工作坊教室、音樂會的氛圍、團體活動的設備和空間等。,North Point,Hong Kong,,Event Space,,Air Conditioning;Furniture;Counters;Electricity;Lighting;Security System;Internet;Office Equipment;Sound & Video Equipment;Toilets;Elevator;Multiple Rooms;Animals Friendly,Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Food Event;Corporate Event;Photoshoot & Filming;Food & Beverage;Meeting;Office;Photo Shooting,hong-kong
2402,34977,365,365.0,,79166.0,,,False,,Beautiful Retail space in Central for rent,Beautiful Retail space in Central for rent,"This unit is located in the prestigious area of Central and boasts 1,350 square feet in total (Ground floor + cockloft).

It offers a floor-to-ceiling frontage with an entire glass window display, there is a trendy feel with great visibility. 

With modern interiors of white walls and tiled flooring, the unit is bright. With a unique minimal space and modern windows, the unit has a luminous atmosphere. 

With facilities including a stock room and basic lighting, this shop can accommodate a wide range of trades or activities.

Located close to SoHo and Central MTR station, this shop is easily accessible and a great location for art galleries, showrooms, fashion shops, and more.

Immediately available for rent.","It offers a floor-to-ceiling frontage with an entire glass window display, there is a trendy feel with great visibility.",Central,Hong Kong,,Boutique / Shop,,Air Conditioning;Electricity;Lighting;Stock Room;Street Level;Window Display,Art Opening;Pop-Up Store,hong-kong
2408,35287,365,,,52500.0,,,False,,"F&B unit for lease close to PMQ, Tai Ping Shan and Mid-Levels","F&B unit for lease close to PMQ, Tai Ping Shan and Mid-Levels","This unit is located in the trendy area of Tai Ping Shan and a few steps away from Mid-Levels or Sheung Wan.

It is surrounded by restaurants, bars, and a stone's throw from PMQ.

It boasts 1,030 sq ft.","This unit is located in the trendy area of Tai Ping Shan and a few steps away from Mid-Levels or Sheung Wan.

It is surrounded by restaurants, bars, and a stone's throw from PMQ.

It boasts 1,030 sq ft.",Central,Hong Kong,,Restaurant / Bar / Cafe,,Street Level,Food & Beverage,hong-kong
2425,34885,1,,10000.0,,16000.0,,False,,,BYO Tsim Sha Tsui - 尖沙咀活動場地租用,"BYO TST位於尖沙咀美麗華廣場. (另設旺角/銅鑼灣地點)

這個可容納80人的活動場地共2000 平方尺，非常適合舉辦生日派對, 私人派對, 公司活動, 傳媒活動, KOL活動等.

價錢為租用場地費用，如要使用食材需另行報價

立即查詢, 並索取報價",,Tsim Sha Tsui,,,Atelier / Workshop Studio,,Air Conditioning;Electricity;Handicap Accessible;Kitchen;Internet;Large Door Entrance;Water Access,Private Sale;Product Launch;Pop-Up Store;Food Event;Corporate Event;Photoshoot & Filming;Food & Beverage;Photo Shooting,hong-kong
2449,35286,365,,,666666.0,,,False,,Extensive shop on high street of Causeway Bay,Extensive shop on high street of Causeway Bay,"One of the Largest units in the heart of Causeway Bay. 

It boasts a total of 21,560 sq ft on 3 floors with a direct entrance/ access from the street level. 

The frontage will offer great visibility to the wide and vibrant audience working, living, or simply visiting Causeway Bay. 

A unique opportunity to open a flagship store at a lower cost. 

Contact us for more details.","The wide and high frontage will offer great visibility to the vibrant audience working, living, or simply visiting Causeway Bay.",Causeway Bay,Hong Kong,,Boutique / Shop,,Electricity,Pop-Up Store,hong-kong
2455,34952,1,28.0,10000.0,,,,False,,Performing arts and cultural venue with a panoramic view of the Victoria Harbor,Performing arts and cultural venue with a panoramic view of the Victoria Harbor,"We are located in the core area of West Kowloon, which is a comprehensive performing arts and cultural venue. Situated on the 25th floor, it offers a panoramic view of Victoria Harbor and is conveniently located just a 3-minute walk from the MTR station.

Our space embraces the unique blend of Chinese and Western cultures in Hong Kong and is dedicated to hosting, showcasing, and interpreting various forms of visual and performing arts, including film and photography, traditional and contemporary art, as well as Chinese and Western opera performances.
Spanning over 7,000 square feet, the venue features three well-equipped singing rooms, two rehearsal rooms accommodating up to ten people, a lounge with a breathtaking view of the Victoria Harbor, a multimedia lecture room, a creative studio, an exhibition gallery, and a grand Hall with a large LED backdrop which accommodating over a hundred people. All these spaces are suitable for conferences, performances, exhibitions, events, and social gatherings.","We are located in the core area of West Kowloon, which is a comprehensive performing arts and cultural venue. Situated on the 25th floor, it offers a panoramic view of Victoria Harbor and is conveniently located just a 3-minute walk from the MTR station.",West Kowloon,Hong Kong,,Event Space,,Air Conditioning;Furniture;Fitting Rooms;Handicap Accessible;Lighting;Internet;Office Equipment;Sound & Video Equipment;Living Space;Elevator;Multiple Rooms,Fashion Show;Art Opening;Product Launch;Corporate Event;Photoshoot & Filming;Conference;Meeting;Photo Shooting,hong-kong
2456,33353,365,,,80000.0,,,False,,"Boutique for rent in the heart of Soho, Central","Boutique for rent in the heart of Soho, Central","This shop is ideally located in the vibrant and residential area of Central. Easily accessible, in the middle of Soho, and just five minutes walk from Central MTR station.

The unit is 800 sq ft Gross and benefits from a large frontage.

High power is available and access to running water. No toilets on the premises.

Asking rent = HK$80,000 inclusive of Management fee but exclusive of Government rates.","This shop is ideally located in the vibrant and residential area of Central. Easily accessible, in the middle of Soho, and just five minutes walk from Central MTR station.

The unit is 800 sq ft Gross and benefits from a large frontage.

High power is available and access to running water. No toilets on the premises.

Asking rent = HK$80,000 inclusive of Management fee but exclusive of Government rates.",Central,Hong Kong,,Boutique / Shop,,Air Conditioning;Electricity;Street Level;Ground Floor,Art Opening;Pop-Up Store;Food & Beverage,hong-kong
2468,35209,90,365.0,,71166.0,,,False,,Neat Boutique for rent on Wellington Street,Neat Boutique for rent on Wellington Street,"Neat shop for rent on Wellington Street. High visibility at the corner of to main arteries of Central. A 5-minute walk from Sheung Wan MTR Station and an 8-minute walk from Central MTR Station.

Available for Short-term and Long-Term Lease.

Hassle-Free. Toilets inside. A new A/C will be installed by the Landlord for the next Tenant.

Area:  943 gross / 660 net sq. ft.

Rental:  $85,400 / month

Mngmt:   $3,600 / month
Govt Rate:  $7,800 / quarter",Neat shop for rent on Wellington Street. High visibility at the corner of to main arteries of Central. A 5-minute walk from Sheung Wan MTR Station and an 8-minute walk from Central MTR Station.,Central,Hong Kong,,Boutique / Shop,,Air Conditioning;Electricity;Lighting;Street Level,Pop-Up Store,hong-kong
2495,35297,365,,,560850.0,,,False,,,Ground Floor Shop in New Building in the heart of Tsim Sha Tsui,"This 3,739 sqft (Gross) shop is located on the ground floor of a new building completed in 2023. With a 4,55m ceiling height, it is ideal for any retail activity",,Tsim Sha Tsui,Hong Kong,,Boutique / Shop,,Street Level,Pop-Up Store;Food & Beverage,hong-kong
2509,35018,365,,,29939.0,,,False,,Office for rent in the heart of Central,Office for rent in the heart of Central,"Office space on the mid-floor of a refurbished tower located in the heart of Central at less than a 10-minute walk from Central MTR station. 

The unit offers 971 sq ft and is in decent condition.

Easy accessible, this location also benefits from all services offered in the neighborhood.",Office space on the mid-floor of a refurbished tower located in the heart of Central at less than a 10-minute walk from Central MTR station.,Central,Hong Kong,,Office Space,,Air Conditioning;Electricity;Lighting;Toilets,Office,hong-kong
2525,26645,365,,,120833.0,,,False,,Street shop for rent in Tsim Sha Tsui,Street shop for rent in Tsim Sha Tsui,"This 800 sq ft commercial unit is ideally located in Tsim Sha Tsui. 

On the street level, it benefits from high foot traffic.

Suitable for different businesses such as fashion, beauty salon, coffee shop, etc.","This 800 sq ft commercial unit is ideally located in Tsim Sha Tsui. 

On the street level, it benefits from high foot traffic.

Suitable for different businesses such as fashion, beauty salon, coffee shop, etc.",Tsim Sha Tsui,Hong Kong,,Boutique / Shop,,Electricity;Toilets;Ground Floor,Pop-Up Store,hong-kong
2529,20758,7,,,1.0,,200000.0,False,,Spectacular Retail Space in the Heart of Central,Spectacular Retail Space in the Heart of Central,"Advantageously situated in the iconic area of Central, this space is in a prime location in a neighborhood of high-street retailers and flagship stores.

The interiors are modern and minimalist with white walls and high ceilings, giving the space a welcoming feel. This space is perfect for brands looking for high foot traffic to run a Pop-Up Store, a product launch, or open a Showroom or a permanent store.

Monthly rent: subject to offer","Advantageously situated in the iconic area of Central, this space is in a prime location in a neighbourhood of high street retailers and flagship stores.",Central,Hong Kong,,Unique Space,,Air Conditioning;Electricity;Lighting;Street Level;Window Display,Art Opening;Pop-Up Store;Fashion Showroom,hong-kong
2538,32428,1,,4000.0,,,,False,,,Conference Room in Kowloon Bay Hotel,Host your meetings and events at our Hotel in Kowloon Bay. Our meeting space is designed to accommodate small to medium size conferences.,,Kowloon Bay,,,Meeting Space,,Air Conditioning;Electricity;Lighting;Internet;Office Equipment;Toilets;Elevator;Private Parking,Corporate Event;Conference;Food & Beverage;Meeting;Photo Shooting,hong-kong
2589,35234,1,,1000.0,21666.0,,6500.0,False,,Ground Level Shop for Rent in Tai Hang,Ground Level Shop for Rent in Tai Hang,"This very well-located shop in Tai Hang is for rent.

Area: 360 sq ft 

Rent: HK$33,000 per month",This very well-located shop in Tai Hang is for rent.,Causeway Bay,Hong Kong,,Boutique / Shop,,Electricity;Ground Floor,Pop-Up Store;Food & Beverage,hong-kong
2610,30197,365,,,90000.0,,,False,,F&B/ Retail unit for lease in Soho,F&B/ Retail unit for lease in Soho,"This F&B/ Retail is very well located in Soho area, down a well-known residential building at the junction with Tai Ping Shan area. 

It is surrounded by restaurants, and bars, just a stone's throw from PMQ.

It boasts 1,380 sq ft. The unit can be extended with two other units for a total of 9,910 sq ft including a terrace.","This F&B unit comes with high-end fit-outs such as wooden flooring, ceiling carvings, etc.",Central,Hong Kong,,Restaurant / Bar / Cafe,,Electricity;Street Level;Toilets,Food & Beverage,hong-kong
2611,35295,365,,,343000.0,,,False,,,"Ground Floor Street Shop for Lease in Central, Hong Kong","This 2,945sqft (Gross) is located 5a 5-minutewalk from Central MTR station.",,Central,Hong Kong,,Boutique / Shop,,Street Level,Pop-Up Store;Food & Beverage,hong-kong
2613,33037,365,,,250000.0,,,False,,Corner shop in Causeway Bay for rent,Corner shop in Causeway Bay for rent,"Located in the heart of Causeway Bay with huge traffic of locals and tourists. The charming space is sitting at street level and on the corner of the street giving it the maximum exposure to foot traffic. It can definitely help to attract people and raise brand awareness.

The shop is in bare shell condition. Do not hesitate and let your creativity flow!

- Width of door: 50 feets
- Can place a big advertisement board

Located at the heart of Causeway Bay, huge traffic of locals and tourists.

Sitting at street level and on the corner of the street gives it the maximum exposure to foot traffic.",Located in the heart of Causeway Bay with huge traffic of locals and tourists. The charming space is sitting at street level and on the corner of the street giving it the maximum exposure to foot traffic. It can definitely help to attract people and raise brand awareness.,Causeway Bay,Hong Kong,,Boutique / Shop,,Ground Floor,Pop-Up Store,hong-kong
2707,27980,1,56.0,3000.0,42000.0,3500.0,15000.0,True,1000.0,中環地舖Pop-Up快閃空間出租,中環地舖Pop-Up快閃空間出租,"這個地舖位於中環繁華的街道。 充滿自然光, 即合舉辦快閃店、藝術展覽、私人銷售、陳列室、工作室和照片。

高天花板創造了一個通風的環境，牆壁為個性化造型提供了無限的選擇。 配有小廚房和雪櫃、電視、照明和洗手間，空間已準備, 隨時搬入。","這個地舖位於中環繁華的街道。 充滿自然光, 即合舉辦快閃店、藝術展覽、私人銷售、陳列室、工作室和照片。

高天花板創造了一個通風的環境，牆壁為個性化造型提供了無限的選擇。 配有小廚房和雪櫃、電視、照明和洗手間，空間已準備, 隨時搬入。",Central,Hong Kong,,Boutique / Shop,,Air Conditioning;Furniture;Counters;Electricity;Kitchen;Lighting;Street Level;Internet;Sound & Video Equipment;Toilets;Ground Floor;Bathroom,Private Sale;Art Opening;Product Launch;Pop-Up Store;Photoshoot & Filming;Conference;Meeting;Office;Shop Share;Photo Shooting,hong-kong
2709,26090,1,2.0,2800.0,,,,True,400.0,Multipurpose Studio in the heart of Central,Multipurpose Studio in the heart of Central,"**PLEASE NOTE** This space is only available outside of usual weekly class times. 

Unavailable times are listed below (unless for small groups of 4-8 where times can be discussed);

11-830 Monday - Thursday 
9-5pm - Saturday
10-1pm - Sunday

This multi-purpose studio space is located a short 3 min walk from Central MTR exit D1 (Pedder Street) and one road behind Marks and Spencer on Queens Road Central making it the ideal location for almost any event type.

1 pillar stands in the floor space to the front of the studio making the 1100 Sq footage open and largely non obstructed. Perfect for classes, meetings, seminars, parties etc.

With a clean white interior, LED lighting throughout, large windows on adjacent sides the studio is very bright and airy, perfect for photo and video shooting.

Additional amenities include;

- Washroom with sink, toilet, and single shower

- Wall-mounted TV with USB connectivity options

- Wifi access

- Lift to 8th Floor

- Phone charging station

- Wall-mounted fans

- Aircon throughout",,Central,Hong Kong,,Atelier / Workshop Studio,,Air Conditioning;Furniture;Garment Rack;Electricity;Fitting Rooms;Lighting;Security System;Internet;Office Equipment;Sound & Video Equipment;Toilets;Bathroom;Elevator;Multiple Rooms,Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Photoshoot & Filming;Conference;Office;Photo Shooting,hong-kong
2729,33466,365,,,130000.0,,,False,,F&B/ Retail unit for rent in high street of Central,F&B/ Retail unit for rent in high street of Central,"This unit is very well located in the residential/ touristic area of Soho, Central. It thus benefits from a high foot flow.

It boasts 2,700 sq ft with a nice frontage on the street.

It is in neat bare shell condition and immediately available.

Spec.:
360A 3-phase electricity
Parking on-site","This unit is very well located in the residential/ touristic area of Soho, Central. It thus benefits from a high foot flow.",Sheung Wan,Hong Kong,,Restaurant / Bar / Cafe,,Air Conditioning;Electricity;Kitchen;Lighting;Toilets;Liquor Licence,Pop-Up Store;Food & Beverage,hong-kong
2740,25521,1,2.0,23400.0,,23400.0,,True,2600.0,鰂魚涌的隱世場地,鰂魚涌的隱世場地,"這個場地寬敞和明亮, 提供溫馨、優雅的風格，非常適合公司和社交活動。

我們堅定地致力於可持續發展和社會責任。我們的內部計劃和供應商有助於確保您的活動輕鬆環保。


圖書館
圖書館是與朋友和同事交談的理想場所。
其經典的裝飾謹慎地包含了每一項現代技術，適合會議, 電影放映,嘉賓演講等活動。

放映/演講（座位）：20人
放映/演講（非座位/休閒）：35人
雞尾酒式/站立式活動：最多 100 人


中庭
這個光線充足的空間，充滿了天然材料、蔥蔥的綠色植物和壯觀的海景，可以適應各種不同的用途, 例如雞尾酒會或正式晚宴、研討會或品酒會，中庭可以提供適合您項目的完美解決方案。

私人晚餐：12人
雞尾酒式/站立式活動：最多 100 人


會議室
每間會議室都配備了電視、白板和會議電話。
我們可以將所有會議室合二為一，其中包括一個更大的屏幕和投影機。由 5 到 16 個座位。

過去的活動：照片和視頻拍攝、公司會議、團隊建設活動、私人雞尾酒和晚宴、TedX Talk 放映、直播、小組討論、婚禮登記、品酒、瑜伽課程、研討會、展覽等。

週末也可以租。","這個場地寬敞和明亮, 提供溫馨、優雅的風格，非常適合公司和社交活動。

我們堅定地致力於可持續發展和社會責任。我們的內部計劃和供應商有助於確保您的活動輕鬆環保。


圖書館
圖書館是與朋友和同事交談的理想場所。
其經典的裝飾謹慎地包含了每一項現代技術，適合會議, 電影放映,嘉賓演講等活動。

放映/演講（座位）：20人
放映/演講（非座位/休閒）：35人
雞尾酒式/站立式活動：最多 100 人


中庭
這個光線充足的空間，充滿了天然材料、蔥蔥的綠色植物和壯觀的海景，可以適應各種不同的用途, 例如雞尾酒會或正式晚宴、研討會或品酒會，中庭可以提供適合您項目的完美解決方案。

私人晚餐：12人
雞尾酒式/站立式活動：最多 100 人


會議室
每間會議室都配備了電視、白板和會議電話。
我們可以將所有會議室合二為一，其中包括一個更大的屏幕和投影機。由 5 到 16 個座位。

過去的活動：視頻拍攝、公司會議、團隊活動、私人雞尾酒和晚宴、TedX Talk 放映、直播、小組討論、婚禮登記、品酒、瑜伽課程、研討會、展覽等。

週末也可以租。",Quarry Bay,Hong Kong,,Event Space,,Air Conditioning;Furniture;Electricity;Handicap Accessible;Lighting;Security System;Stock Room;Internet;Sound & Video Equipment;Toilets;Living Space;Stunning View;Ground Floor;Elevator;Industrial;Large Door Entrance;Multiple Rooms,Private Sale;Art Opening;Product Launch;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Office;Photo Shooting,hong-kong
2741,31108,1,1.0,5000.0,,6000.0,,True,1000.0,Large Event/ Meeting space in Wong Chuk Hang,Large Event/ Meeting space in Wong Chuk Hang,"This large event space of 2300+ sq ft is easy to access, and just 5 minutes from the MTR station and multiple bus routes connect to Wanchai, Causeway Bay, admiralty and Central within 15 mins.

The space is ideal for meetings, conferences, photo shoots, or any type of gathering.

The daily rate cover any 8 hours before 7pm.  Surcharge for the late hours will be levied as follows:
7pm to 10pm - HK$500 per hour
11pm to 2am - HK$1000 per hour
2am to 6am - HK$1500 per hour","This large event space of 2300+ sq ft is easy to access, and just 5 minutes from the MTR station.

The space is ideal for meetings, conferences, photo shoots, or any type of gathering.",Wong Chuk Hang,Hong Kong,,Creative Space,,Air Conditioning;Furniture;Electricity;Lighting;Internet;Sound & Video Equipment;Toilets;Elevator;Whitebox / Minimal;Large Door Entrance;Water Access,Fashion Show;Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Food Event;Corporate Event;Photoshoot & Filming;Conference;Food & Beverage;Meeting;Shop Share;Photo Shooting,hong-kong
2763,34565,1,10.0,21000.0,,21000.0,105000.0,True,4500.0,Modern Theater/ Event space for rent in Kowloon,Modern Theater/ Event space for rent in Kowloon,"Venue: Kino and Kino Lounge

Our venue is a dynamic take on the working club for a global tribe of innovators, activists, progressive thinkers, and creatives. 

We provide meeting areas from 8 to 100 people, combining our 46-seat theatre space and lounge area. This multi-functional event space is perfect for receptions, company retreats, photoshoots, or any large gathering.","This multi-functional event space is perfect for receptions, company retreats, photoshoots, or any large gathering.",Yau Ma Tei,Hong Kong,,Event Space,,Air Conditioning;Furniture;Counters;Electricity;Fitting Rooms;Handicap Accessible;Lighting;Internet;Office Equipment;Sound & Video Equipment;Bathroom;Bar;Elevator;Large Door Entrance;Multiple Rooms;Water Access;Concierge;Animals Friendly,Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Food Event;Corporate Event;Photoshoot & Filming;Conference;Meeting;Office;Photo Shooting,hong-kong
2854,34115,1,,10000.0,,10000.0,,False,,,Gough Street Flower-Filled Studio & Store,"This two-floor store boasts natural wood flooring and rustic modern furniture filled with the current occupiers fresh flowers. We offer this space up to like-minded brands and businesses looking to utilise  it for events, workshops and pop-ups. The first floor has ample seating, shelving and a sink. The ground floor offers a two sinks, a coffee bar with some basic food-prep space, a toilet and some storage.",,Sheung Wan,,,Unique Space,,Air Conditioning;Furniture;Electricity;Stock Room;Window Display;Toilets;Ground Floor;Bar;Daylight;Multiple Rooms;Water Access,Private Sale;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming;Photo Shooting,hong-kong
2879,29747,28,,,553674.0,,,False,,多用途海景單位出租,多用途海景單位出租,"難得一見的海景單位。

A及B單位在平面圖上（請看圖片)。

步行可至砲台山港鐵站或天后站。

高天花板：3,80米
電源供應：120 安培

有蓋停車場供主要租戶使用。

位於地下至二樓的商場購物商場能夠，滿足租戶的日常需求。","難得一見的海景單位。

步行可至砲台山港鐵站或天后站。

高天花板：3,80米
電源供應：300 安培

有蓋停車場供主要租戶使用。

位於地下至二樓的商場購物商場能夠，滿足租戶的日常需求。",Causeway Bay,Hong Kong,,Office Space,,Air Conditioning;Electricity;Lighting;Toilets;Stunning View;Bathroom;Elevator;Daylight;Whitebox / Minimal;Large Door Entrance,Fashion Show;Private Sale;Art Opening;Late Night Event (after 10pm);Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming;Office;Photo Shooting,hong-kong
2907,26529,1,,1920.0,,,,False,,8 Rehearsal Studios in Hong Kong,8 Rehearsal Studios in Hong Kong,"This unique venue hosts 8 rehearsal studios of different sizes with basic lighting and sound system.

Ask a Storefront team member for more details.",This unique venue hosts 8 rehearsal studios of different sizes with basic lighting and sound system.,Tsim Sha Tsui,Hong Kong,,Atelier / Workshop Studio,,Air Conditioning;Electricity;Lighting;Sound & Video Equipment;Toilets,Photo Shooting,hong-kong
2925,35285,168,672.0,,10000.0,,,False,,Flexible Private Office opportunity to seize in Causeway Bay,Private Office in HONG KONG with a range of professional and flexible serviced offices,"We offer a range of professional and flexible serviced offices. Located at one of the most desirable and prime locations in Hong Kong, our centers are accessible within 5 minutes from the Causeway Bay MTR station.
Our state-of-the-art Coworking Space offers everything you need in order to get started: meeting rooms, comfortable workstations, networking opportunities, and needless to say, snacks and drinks. We’re extremely proud of our creative residents, so why not join our community?","Located at one of the most desirable and prime locations in Hong Kong, our centers are accessible within 5 minutes from the Causeway Bay MTR station.",Causeway Bay,Hong Kong,,Office Space,,Air Conditioning;Furniture;Electricity;Heating;Internet;Office Equipment;Toilets;Elevator;Multiple Rooms;Smoking Area,Office,hong-kong
2927,11683,1,7.0,5000.0,,10000.0,,False,,中環Pop-Up 快閃場地出租,中環Pop-Up 快閃場地出租,"這場地位於藝術中心的蘇豪區附近。 非常適合快閃店、深夜活動和產品發佈。

擁有創意的正面和經典的展示窗，這場地提供了良好的視野，並充滿了強烈的自然光。 場地精緻，木地板和白色牆壁的經典內飾，優雅的窗戶營造出光彩照人的氛圍。 場地設施包括桌椅、酒吧和藝術裝飾，可容納各種快閃店和深夜活動。",這場地位於藝術中心的蘇豪區附近。 非常適合快閃店、深夜活動和產品發佈。,Central,Hong Kong,,Event Space,,Air Conditioning;Furniture;Electricity;Lighting;Street Level;Toilets;Bar,Late Night Event (after 10pm);Product Launch;Pop-Up Store,hong-kong
2936,35231,1,,10000.0,,,,False,,BRICK LANE in Admiralty,An Exceptional Venue For Your Unique Celebrations and Events in Admiralty,"An Exceptional Venue For Your Unique Celebrations and Events

Experience the magic of your special occasion at BRICK LANE, a venue as unique and distinctive as yours. Nestled in Admiralty, this exceptional location opens up to a spacious, flexible layout, adorned by a sprawling terrace that unveils panoramic views of Victoria Harbour. This picturesque setting not only illuminates the city’s festive fireworks displays but also transforms into an idyllic venue for an array of events.

From enchanting weddings and private parties to dynamic corporate events, fashion extravaganzas, enlightening business seminars, and beyond, BRICK LANE is your one-stop destination for memorable gatherings.
Our commitment to excellence ensures that your event receives our complete attention. We customise our services to cater to your individual requirements, whether it's an intimate family gathering or a chic, trendy cocktail party. Our all-encompassing packages deliver a range of culinary delights, from a soothing brunch to a sumptuous dinner, a lavish buffet to an elegant cocktail reception, along with our tantalising canapés and the celebrated cakes.

Choose BRICK LANE as your venue and craft a bespoke event experience that will resonate in your and your guests' hearts for a lifetime. Experience the BRICK LANE difference where every detail is tailored to create an unforgettable celebration.","From enchanting weddings and private parties to dynamic corporate events, fashion extravaganzas, enlightening business seminars, and beyond, BRICK LANE is your one-stop destination for memorable gatherings.",Admiralty,Hong Kong,,Restaurant / Bar / Cafe,,Air Conditioning;Furniture;Counters;Electricity;Heating;Kitchen;Stock Room;Internet;Stunning View;Rooftop;Bar;Water Access,Product Launch;Food Event;Corporate Event;Conference;Food & Beverage;Meeting;Office,hong-kong
